Protocollo;Gruppo;DataOraIncidente;Localizzazione1;STRADA1;Localizzazione2;STRADA2;Strada02;Chilometrica;DaSpecificare;NaturaIncidente;particolaritastrade;TipoStrada;FondoStradale;Pavimentazione;Segnaletica;CondizioneAtmosferica;Traffico;Visibilita;Illuminazione;NUM_FERITI;NUM_RISERVATA;NUM_MORTI;NUM_ILLESI;Longitude;Latitude;Confermato;Progressivo;TipoVeicolo;StatoVeicolo;TipoPersona;Sesso;Tipolesione;Deceduto;DecedutoDopo;CinturaCascoUtilizzato;Airbag;
4529669;8;01/09/2019 18:25:00;Strada Urbana;VIA DI LUNGHEZZA;in corrispondenza;;del civico n.;38;;Tamponamento;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Nuvoloso;Normale;Buona;Ore Diurne;1;0;0;4;12.6725;41.923;-1;2;Autovettura privata;In marcia / fermata / arresto;Passeggero;F;Illeso;0;;Non accertato;Inesploso
4529669;8;01/09/2019 18:25:00;Strada Urbana;VIA DI LUNGHEZZA;in corrispondenza;;del civico n.;38;;Tamponamento;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Nuvoloso;Normale;Buona;Ore Diurne;1;0;0;4;12.6725;41.923;-1;2;Autovettura privata;In marcia / fermata / arresto;Passeggero;M;Illeso;0;;Non accertato;Inesploso
4529671;1;02/09/2019 00:30:00;Strada Urbana;VIA DELL'AMBA ARADAM;in corrispondenza;;del civico n.;8;;Scontro frontale/laterale SX fra veicoli in marcia;Pendenza;Una carreggiata a doppio senso;Asciutto;Asfaltata;Orizzontale;Sereno;Scarso;Sufficiente;Sufficiente;1;0;0;2;12.4997;41.8835;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesploso
4529671;1;02/09/2019 00:30:00;Strada Urbana;VIA DELL'AMBA ARADAM;in corrispondenza;;del civico n.;8;;Scontro frontale/laterale SX fra veicoli in marcia;Pendenza;Una carreggiata a doppio senso;Asciutto;Asfaltata;Orizzontale;Sereno;Scarso;Sufficiente;Sufficiente;1;0;0;2;12.4997;41.8835;-1;1;Autovettura privata;In marcia / fermata / arresto;Passeggero;F;Illeso;0;;Non accertato;Inesploso
4529671;1;02/09/2019 00:30:00;Strada Urbana;VIA DELL'AMBA ARADAM;in corrispondenza;;del civico n.;8;;Scontro frontale/laterale SX fra veicoli in marcia;Pendenza;Una carreggiata a doppio senso;Asciutto;Asfaltata;Orizzontale;Sereno;Scarso;Sufficiente;Sufficiente;1;0;0;2;12.4997;41.8835;-1;2;Motociclo a solo;In marcia / fermata / arresto;Conducente;M;Rimandato;0;NON DECEDUTO;Non accertato;
4529676;8;02/09/2019 03:00:00;Provinciale entro l'abitato;VIA PRENESTINA;in prossimità;;del civico n.;1108;;Scontro frontale/laterale DX fra veicoli in marcia;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Insufficiente;Insufficiente;0;0;0;2;12.6166;41.8929;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;F;Illeso;0;;Non accertato;Inesploso
4529676;8;02/09/2019 03:00:00;Provinciale entro l'abitato;VIA PRENESTINA;in prossimità;;del civico n.;1108;;Scontro frontale/laterale DX fra veicoli in marcia;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Insufficiente;Insufficiente;0;0;0;2;12.6166;41.8929;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesploso
4529682;8;02/09/2019 00:30:00;Strada Urbana;VIA DELL'ARCHEOLOGIA;in prossimità;;del civico n.;90;;Scontro laterale fra veicoli in marcia;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Buona;Ore Diurne;0;0;0;3;12.6302;41.878;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;;
4529682;8;02/09/2019 00:30:00;Strada Urbana;VIA DELL'ARCHEOLOGIA;in prossimità;;del civico n.;90;;Scontro laterale fra veicoli in marcia;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Buona;Ore Diurne;0;0;0;3;12.6302;41.878;-1;1;Autovettura privata;In marcia / fermata / arresto;Passeggero;F;Illeso;0;;;
4529682;8;02/09/2019 00:30:00;Strada Urbana;VIA DELL'ARCHEOLOGIA;in prossimità;;del civico n.;90;;Scontro laterale fra veicoli in marcia;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Buona;Ore Diurne;0;0;0;3;12.6302;41.878;-1;1;Autovettura privata;In marcia / fermata / arresto;Passeggero;F;Illeso;0;;;
